txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-901144,2025-09-21,P-103,S-03,หน้าร้าน,2,90.00
B-901145,2025-09-21,P-103,S-06,หน้าร้าน,1,45.00
B-901146,2025-09-21,P-103,S-06,หน้าร้าน,1,45.00
B-901147,2025-09-21,P-101,S-05,หน้าร้าน,2,70.00
B-901148,2025-09-21,P-102,S-01,หน้าร้าน,2,56.00
B-901149,2025-09-21,P-203,S-90,ออนไลน์,1,75.00
B-901150,2025-09-21,P-103,S-05,หน้าร้าน,2,90.00
B-901151,2025-09-21,P-203,S-02,หน้าร้าน,1,75.00
B-901152,2025-09-21,P-203,S-03,หน้าร้าน,2,150.00
B-901153,2025-09-21,P-102,S-02,หน้าร้าน,1,28.00
B-901154,2025-09-21,P-102,S-04,หน้าร้าน,1,28.00
B-901155,2025-09-21,P-101,S-04,หน้าร้าน,1,35.00
B-901156,2025-09-21,P-203,S-04,หน้าร้าน,3,225.00
B-901157,2025-09-21,P-302,S-06,หน้าร้าน,2,7780.00
B-901158,2025-09-21,P-302,S-90,ออนไลน์,1,3890.00
B-901159,2025-09-21,P-202,S-05,หน้าร้าน,1,120.00
B-901160,2025-09-21,P-102,S-03,หน้าร้าน,1,28.00
B-901161,2025-09-21,P-202,S-90,ออนไลน์,2,240.00
B-901162,2025-09-21,P-202,S-05,หน้าร้าน,1,120.00
B-901163,2025-09-21,P-202,S-90,ออนไลน์,2,240.00
B-901164,2025-09-21,P-302,S-90,ออนไลน์,1,3890.00
B-901165,2025-09-21,P-301,S-04,หน้าร้าน,2,4900.00
B-901166,2025-09-21,P-302,S-06,หน้าร้าน,2,7780.00
B-901167,2025-09-21,P-202,S-02,หน้าร้าน,1,120.00
B-901168,2025-09-21,P-101,S-01,หน้าร้าน,1,35.00
B-901169,2025-09-21,P-301,S-01,หน้าร้าน,1,2450.00
B-901170,2025-09-21,P-201,S-01,หน้าร้าน,1,95.00
B-901171,2025-09-21,P-102,S-03,หน้าร้าน,2,56.00
B-901172,2025-09-21,P-102,S-02,หน้าร้าน,1,28.00
B-901173,2025-09-21,P-103,S-02,หน้าร้าน,3,135.00
B-901174,2025-09-21,P-102,S-01,หน้าร้าน,2,56.00
B-901175,2025-09-21,P-202,S-02,หน้าร้าน,2,240.00
B-901176,2025-09-21,P-101,S-05,หน้าร้าน,2,70.00
B-901177,2025-09-21,P-302,S-06,หน้าร้าน,2,7780.00
B-901178,2025-09-21,P-302,S-02,หน้าร้าน,1,3890.00
B-901179,2025-09-21,P-202,S-04,หน้าร้าน,2,240.00
B-901180,2025-09-21,P-301,S-01,หน้าร้าน,1,2450.00
B-901181,2025-09-21,P-103,S-05,หน้าร้าน,1,45.00
B-901182,2025-09-21,P-202,S-03,หน้าร้าน,2,240.00
B-901183,2025-09-21,P-203,S-03,หน้าร้าน,1,75.00
B-901184,2025-09-21,P-202,S-90,ออนไลน์,1,120.00
B-901185,2025-09-21,P-202,S-05,หน้าร้าน,1,120.00
B-901186,2025-09-21,P-302,S-01,หน้าร้าน,2,7780.00
B-901187,2025-09-21,P-102,S-90,ออนไลน์,1,28.00
B-901188,2025-09-21,P-302,S-90,ออนไลน์,2,7780.00
B-901189,2025-09-21,P-301,S-90,ออนไลน์,1,2450.00
B-901190,2025-09-21,P-202,S-01,หน้าร้าน,2,240.00
