txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-901374,2025-09-26,P-102,S-03,หน้าร้าน,1,28.00
B-901375,2025-09-26,P-201,S-02,หน้าร้าน,1,95.00
B-901376,2025-09-26,P-101,S-90,ออนไลน์,1,35.00
B-901377,2025-09-26,P-101,S-06,หน้าร้าน,2,70.00
B-901378,2025-09-26,P-202,S-05,หน้าร้าน,3,360.00
B-901379,2025-09-26,P-203,S-06,หน้าร้าน,1,75.00
B-901380,2025-09-26,P-203,S-90,ออนไลน์,3,225.00
B-901381,2025-09-26,P-101,S-04,หน้าร้าน,1,35.00
B-901382,2025-09-26,P-102,S-04,หน้าร้าน,1,28.00
B-901383,2025-09-26,P-302,S-03,หน้าร้าน,1,3890.00
B-901384,2025-09-26,P-201,S-01,หน้าร้าน,2,190.00
B-901385,2025-09-26,P-103,S-05,หน้าร้าน,1,45.00
B-901386,2025-09-26,P-301,S-01,หน้าร้าน,1,2450.00
B-901387,2025-09-26,P-301,S-02,หน้าร้าน,1,2450.00
B-901388,2025-09-26,P-201,S-90,ออนไลน์,1,95.00
B-901389,2025-09-26,P-102,S-02,หน้าร้าน,3,84.00
B-901390,2025-09-26,P-301,S-01,หน้าร้าน,3,7350.00
B-901391,2025-09-26,P-202,S-02,หน้าร้าน,1,120.00
B-901392,2025-09-26,P-103,S-05,หน้าร้าน,1,45.00
B-901393,2025-09-26,P-202,S-01,หน้าร้าน,1,120.00
B-901394,2025-09-26,P-103,S-02,หน้าร้าน,1,45.00
B-901395,2025-09-26,P-202,S-05,หน้าร้าน,1,120.00
B-901396,2025-09-26,P-203,S-06,หน้าร้าน,2,150.00
B-901397,2025-09-26,P-301,S-05,หน้าร้าน,1,2450.00
B-901398,2025-09-26,P-301,S-03,หน้าร้าน,1,2450.00
B-901399,2025-09-26,P-301,S-05,หน้าร้าน,1,2450.00
B-901400,2025-09-26,P-201,S-01,หน้าร้าน,1,95.00
B-901401,2025-09-26,P-102,S-03,หน้าร้าน,1,28.00
B-901402,2025-09-26,P-103,S-06,หน้าร้าน,1,45.00
B-901403,2025-09-26,P-103,S-05,หน้าร้าน,2,90.00
B-901404,2025-09-26,P-302,S-05,หน้าร้าน,1,3890.00
B-901405,2025-09-26,P-202,S-06,หน้าร้าน,1,120.00
B-901406,2025-09-26,P-302,S-03,หน้าร้าน,1,3890.00
B-901407,2025-09-26,P-101,S-90,ออนไลน์,1,35.00
B-901408,2025-09-26,P-102,S-03,หน้าร้าน,3,84.00
B-901409,2025-09-26,P-203,S-04,หน้าร้าน,1,75.00
B-901410,2025-09-26,P-103,S-03,หน้าร้าน,1,45.00
B-901411,2025-09-26,P-202,S-06,หน้าร้าน,1,120.00
B-901412,2025-09-26,P-101,S-05,หน้าร้าน,3,105.00
B-901413,2025-09-26,P-103,S-04,หน้าร้าน,1,45.00
B-901414,2025-09-26,P-302,S-90,ออนไลน์,1,3890.00
B-901415,2025-09-26,P-102,S-03,หน้าร้าน,1,28.00
B-901416,2025-09-26,P-101,S-05,หน้าร้าน,1,35.00
B-901417,2025-09-26,P-103,S-90,ออนไลน์,2,90.00
B-901418,2025-09-26,P-301,S-04,หน้าร้าน,1,2450.00
B-901419,2025-09-26,P-302,S-06,หน้าร้าน,2,7780.00
B-901420,2025-09-26,P-302,S-01,หน้าร้าน,1,3890.00
B-901421,2025-09-26,P-101,S-02,หน้าร้าน,3,105.00
B-901422,2025-09-26,P-102,S-06,หน้าร้าน,1,28.00
B-901423,2025-09-26,P-201,S-90,ออนไลน์,1,95.00
B-901424,2025-09-26,P-301,S-90,ออนไลน์,1,2450.00
B-901425,2025-09-26,P-301,S-90,ออนไลน์,2,4900.00
