txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-900654,2025-09-12,P-301,S-06,หน้าร้าน,1,2450.00
B-900655,2025-09-12,P-101,S-01,หน้าร้าน,1,35.00
B-900656,2025-09-12,P-201,S-03,หน้าร้าน,1,95.00
B-900657,2025-09-12,P-101,S-05,หน้าร้าน,1,35.00
B-900658,2025-09-12,P-101,S-05,หน้าร้าน,1,35.00
B-900659,2025-09-12,P-202,S-06,หน้าร้าน,1,120.00
B-900660,2025-09-12,P-302,S-03,หน้าร้าน,1,3890.00
B-900661,2025-09-12,P-301,S-06,หน้าร้าน,1,2450.00
B-900662,2025-09-12,P-203,S-06,หน้าร้าน,1,75.00
B-900663,2025-09-12,P-101,S-02,หน้าร้าน,2,70.00
B-900664,2025-09-12,P-203,S-04,หน้าร้าน,3,225.00
B-900665,2025-09-12,P-103,S-90,ออนไลน์,1,45.00
B-900666,2025-09-12,P-203,S-02,หน้าร้าน,1,75.00
B-900667,2025-09-12,P-203,S-01,หน้าร้าน,2,150.00
B-900668,2025-09-12,P-101,S-03,หน้าร้าน,1,35.00
B-900669,2025-09-12,P-103,S-03,หน้าร้าน,2,90.00
B-900670,2025-09-12,P-201,S-05,หน้าร้าน,2,190.00
B-900671,2025-09-12,P-301,S-04,หน้าร้าน,1,2450.00
B-900672,2025-09-12,P-301,S-01,หน้าร้าน,2,4900.00
B-900673,2025-09-12,P-302,S-06,หน้าร้าน,1,3890.00
B-900674,2025-09-12,P-201,S-90,ออนไลน์,1,95.00
B-900675,2025-09-12,P-102,S-05,หน้าร้าน,3,84.00
B-900676,2025-09-12,P-302,S-90,ออนไลน์,2,7780.00
B-900677,2025-09-12,P-201,S-01,หน้าร้าน,1,95.00
B-900678,2025-09-12,P-102,S-06,หน้าร้าน,1,28.00
B-900679,2025-09-12,P-101,S-90,ออนไลน์,1,35.00
B-900680,2025-09-12,P-201,S-01,หน้าร้าน,3,285.00
B-900681,2025-09-12,P-201,S-02,หน้าร้าน,2,190.00
B-900682,2025-09-12,P-101,S-90,ออนไลน์,2,70.00
B-900683,2025-09-12,P-103,S-06,หน้าร้าน,1,45.00
B-900684,2025-09-12,P-102,S-04,หน้าร้าน,1,28.00
B-900685,2025-09-12,P-302,S-05,หน้าร้าน,1,3890.00
B-900686,2025-09-12,P-301,S-06,หน้าร้าน,2,4900.00
B-900687,2025-09-12,P-202,S-05,หน้าร้าน,3,360.00
B-900688,2025-09-12,P-302,S-01,หน้าร้าน,2,7780.00
B-900689,2025-09-12,P-101,S-90,ออนไลน์,1,35.00
B-900690,2025-09-12,P-101,S-03,หน้าร้าน,1,35.00
B-900691,2025-09-12,P-203,S-06,หน้าร้าน,2,150.00
B-900692,2025-09-12,P-101,S-06,หน้าร้าน,1,35.00
B-900693,2025-09-12,P-302,S-05,หน้าร้าน,1,3890.00
B-900694,2025-09-12,P-101,S-02,หน้าร้าน,2,70.00
B-900695,2025-09-12,P-102,S-90,ออนไลน์,2,56.00
B-900696,2025-09-12,P-203,S-05,หน้าร้าน,1,75.00
B-900697,2025-09-12,P-301,S-04,หน้าร้าน,2,4900.00
