txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-900822,2025-09-15,P-302,S-04,หน้าร้าน,1,3890.00
B-900823,2025-09-15,P-202,S-06,หน้าร้าน,1,120.00
B-900824,2025-09-15,P-301,S-03,หน้าร้าน,1,2450.00
B-900825,2025-09-15,P-201,S-02,หน้าร้าน,1,95.00
B-900826,2025-09-15,P-302,S-02,หน้าร้าน,1,3890.00
B-900827,2025-09-15,P-102,S-01,หน้าร้าน,1,28.00
B-900828,2025-09-15,P-201,S-01,หน้าร้าน,1,95.00
B-900829,2025-09-15,P-202,S-04,หน้าร้าน,1,120.00
B-900830,2025-09-15,P-202,S-03,หน้าร้าน,2,240.00
B-900831,2025-09-15,P-102,S-90,ออนไลน์,2,56.00
B-900832,2025-09-15,P-201,S-03,หน้าร้าน,1,95.00
B-900833,2025-09-15,P-102,S-90,ออนไลน์,1,28.00
B-900834,2025-09-15,P-103,S-06,หน้าร้าน,2,90.00
B-900835,2025-09-15,P-201,S-01,หน้าร้าน,1,95.00
B-900836,2025-09-15,P-203,S-04,หน้าร้าน,1,75.00
B-900837,2025-09-15,P-102,S-05,หน้าร้าน,1,28.00
B-900838,2025-09-15,P-101,S-03,หน้าร้าน,3,105.00
B-900839,2025-09-15,P-201,S-01,หน้าร้าน,1,95.00
B-900840,2025-09-15,P-102,S-04,หน้าร้าน,1,28.00
B-900841,2025-09-15,P-103,S-05,หน้าร้าน,2,90.00
B-900842,2025-09-15,P-101,S-90,ออนไลน์,1,35.00
B-900843,2025-09-15,P-203,S-01,หน้าร้าน,1,75.00
B-900844,2025-09-15,P-101,S-06,หน้าร้าน,1,35.00
B-900845,2025-09-15,P-103,S-01,หน้าร้าน,1,45.00
B-900846,2025-09-15,P-201,S-01,หน้าร้าน,2,190.00
B-900847,2025-09-15,P-301,S-02,หน้าร้าน,1,2450.00
B-900848,2025-09-15,P-302,S-03,หน้าร้าน,1,3890.00
B-900849,2025-09-15,P-202,S-06,หน้าร้าน,1,120.00
B-900850,2025-09-15,P-302,S-06,หน้าร้าน,1,3890.00
B-900851,2025-09-15,P-201,S-04,หน้าร้าน,1,95.00
B-900852,2025-09-15,P-203,S-02,หน้าร้าน,1,75.00
B-900853,2025-09-15,P-201,S-01,หน้าร้าน,1,95.00
B-900854,2025-09-15,P-202,S-06,หน้าร้าน,1,120.00
B-900855,2025-09-15,P-101,S-06,หน้าร้าน,1,35.00
B-900856,2025-09-15,P-103,S-02,หน้าร้าน,1,45.00
B-900857,2025-09-15,P-302,S-04,หน้าร้าน,1,3890.00
B-900858,2025-09-15,P-103,S-01,หน้าร้าน,2,90.00
B-900859,2025-09-15,P-103,S-90,ออนไลน์,1,45.00
B-900860,2025-09-15,P-102,S-90,ออนไลน์,2,56.00
B-900861,2025-09-15,P-102,S-03,หน้าร้าน,1,28.00
B-900862,2025-09-15,P-302,S-90,ออนไลน์,1,3890.00
B-900863,2025-09-15,P-102,S-06,หน้าร้าน,2,56.00
B-900864,2025-09-15,P-201,S-02,หน้าร้าน,1,95.00
B-900865,2025-09-15,P-203,S-05,หน้าร้าน,1,75.00
B-900866,2025-09-15,P-103,S-90,ออนไลน์,1,45.00
B-900867,2025-09-15,P-203,S-04,หน้าร้าน,2,150.00
