txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-900698,2025-09-13,P-101,S-02,หน้าร้าน,1,35.00
B-900699,2025-09-13,P-301,S-04,หน้าร้าน,1,2450.00
B-900700,2025-09-13,P-301,S-01,หน้าร้าน,2,4900.00
B-900701,2025-09-13,P-102,S-05,หน้าร้าน,1,28.00
B-900702,2025-09-13,P-101,S-03,หน้าร้าน,1,35.00
B-900703,2025-09-13,P-201,S-03,หน้าร้าน,2,190.00
B-900704,2025-09-13,P-302,S-02,หน้าร้าน,2,7780.00
B-900705,2025-09-13,P-203,S-02,หน้าร้าน,2,150.00
B-900706,2025-09-13,P-103,S-90,ออนไลน์,1,45.00
B-900707,2025-09-13,P-301,S-03,หน้าร้าน,1,2450.00
B-900708,2025-09-13,P-201,S-02,หน้าร้าน,1,95.00
B-900709,2025-09-13,P-102,S-90,ออนไลน์,3,84.00
B-900710,2025-09-13,P-102,S-90,ออนไลน์,1,28.00
B-900711,2025-09-13,P-301,S-06,หน้าร้าน,1,2450.00
B-900712,2025-09-13,P-301,S-01,หน้าร้าน,1,2450.00
B-900713,2025-09-13,P-202,S-03,หน้าร้าน,1,120.00
B-900714,2025-09-13,P-102,S-90,ออนไลน์,1,28.00
B-900715,2025-09-13,P-301,S-04,หน้าร้าน,1,2450.00
B-900716,2025-09-13,P-202,S-04,หน้าร้าน,2,240.00
B-900717,2025-09-13,P-102,S-03,หน้าร้าน,1,28.00
B-900718,2025-09-13,P-201,S-05,หน้าร้าน,1,95.00
B-900719,2025-09-13,P-302,S-05,หน้าร้าน,1,3890.00
B-900720,2025-09-13,P-301,S-02,หน้าร้าน,1,2450.00
B-900721,2025-09-13,P-101,S-06,หน้าร้าน,2,70.00
B-900722,2025-09-13,P-102,S-01,หน้าร้าน,1,28.00
B-900723,2025-09-13,P-103,S-03,หน้าร้าน,2,90.00
B-900724,2025-09-13,P-102,S-01,หน้าร้าน,1,28.00
B-900725,2025-09-13,P-101,S-04,หน้าร้าน,1,35.00
B-900726,2025-09-13,P-202,S-90,ออนไลน์,2,240.00
B-900727,2025-09-13,P-301,S-01,หน้าร้าน,2,4900.00
B-900728,2025-09-13,P-201,S-02,หน้าร้าน,1,95.00
B-900729,2025-09-13,P-103,S-03,หน้าร้าน,2,90.00
B-900730,2025-09-13,P-102,S-90,ออนไลน์,2,56.00
B-900731,2025-09-13,P-302,S-05,หน้าร้าน,2,7780.00
B-900732,2025-09-13,P-101,S-04,หน้าร้าน,1,35.00
B-900733,2025-09-13,P-202,S-02,หน้าร้าน,2,240.00
B-900734,2025-09-13,P-203,S-06,หน้าร้าน,1,75.00
B-900735,2025-09-13,P-103,S-05,หน้าร้าน,1,45.00
B-900736,2025-09-13,P-302,S-05,หน้าร้าน,2,7780.00
B-900737,2025-09-13,P-101,S-04,หน้าร้าน,2,70.00
B-900738,2025-09-13,P-102,S-01,หน้าร้าน,1,28.00
B-900739,2025-09-13,P-201,S-04,หน้าร้าน,1,95.00
B-900740,2025-09-13,P-302,S-04,หน้าร้าน,1,3890.00
B-900741,2025-09-13,P-103,S-04,หน้าร้าน,1,45.00
B-900742,2025-09-13,P-201,S-05,หน้าร้าน,1,95.00
B-900743,2025-09-13,P-103,S-01,หน้าร้าน,1,45.00
B-900744,2025-09-13,P-102,S-90,ออนไลน์,3,84.00
B-900745,2025-09-13,P-202,S-02,หน้าร้าน,1,120.00
B-900746,2025-09-13,P-203,S-90,ออนไลน์,1,75.00
B-900747,2025-09-13,P-103,S-05,หน้าร้าน,1,45.00
B-900748,2025-09-13,P-103,S-05,หน้าร้าน,1,45.00
B-900749,2025-09-13,P-203,S-03,หน้าร้าน,1,75.00
B-900750,2025-09-13,P-101,S-01,หน้าร้าน,1,35.00
B-900751,2025-09-13,P-201,S-01,หน้าร้าน,3,285.00
B-900752,2025-09-13,P-102,S-90,ออนไลน์,2,56.00
B-900753,2025-09-13,P-301,S-01,หน้าร้าน,1,2450.00
B-900754,2025-09-13,P-301,S-06,หน้าร้าน,1,2450.00
B-900755,2025-09-13,P-202,S-05,หน้าร้าน,3,360.00
B-900756,2025-09-13,P-301,S-01,หน้าร้าน,2,4900.00
