txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-900757,2025-09-14,P-302,S-02,หน้าร้าน,2,7780.00
B-900758,2025-09-14,P-102,S-03,หน้าร้าน,1,28.00
B-900759,2025-09-14,P-101,S-02,หน้าร้าน,1,35.00
B-900760,2025-09-14,P-101,S-02,หน้าร้าน,1,35.00
B-900761,2025-09-14,P-301,S-06,หน้าร้าน,1,2450.00
B-900762,2025-09-14,P-301,S-01,หน้าร้าน,1,2450.00
B-900763,2025-09-14,P-201,S-03,หน้าร้าน,1,95.00
B-900764,2025-09-14,P-203,S-03,หน้าร้าน,2,150.00
B-900765,2025-09-14,P-201,S-04,หน้าร้าน,1,95.00
B-900766,2025-09-14,P-301,S-06,หน้าร้าน,1,2450.00
B-900767,2025-09-14,P-102,S-06,หน้าร้าน,1,28.00
B-900768,2025-09-14,P-301,S-03,หน้าร้าน,3,7350.00
B-900769,2025-09-14,P-103,S-05,หน้าร้าน,1,45.00
B-900770,2025-09-14,P-102,S-04,หน้าร้าน,2,56.00
B-900771,2025-09-14,P-302,S-05,หน้าร้าน,1,3890.00
B-900772,2025-09-14,P-302,S-02,หน้าร้าน,1,3890.00
B-900773,2025-09-14,P-202,S-90,ออนไลน์,1,120.00
B-900774,2025-09-14,P-201,S-02,หน้าร้าน,2,190.00
B-900775,2025-09-14,P-103,S-05,หน้าร้าน,3,135.00
B-900776,2025-09-14,P-103,S-05,หน้าร้าน,1,45.00
B-900777,2025-09-14,P-102,S-01,หน้าร้าน,1,28.00
B-900778,2025-09-14,P-302,S-01,หน้าร้าน,2,7780.00
B-900779,2025-09-14,P-302,S-01,หน้าร้าน,1,3890.00
B-900780,2025-09-14,P-203,S-04,หน้าร้าน,1,75.00
B-900781,2025-09-14,P-202,S-01,หน้าร้าน,1,120.00
B-900782,2025-09-14,P-302,S-05,หน้าร้าน,2,7780.00
B-900783,2025-09-14,P-101,S-03,หน้าร้าน,1,35.00
B-900784,2025-09-14,P-101,S-05,หน้าร้าน,1,35.00
B-900785,2025-09-14,P-101,S-06,หน้าร้าน,2,70.00
B-900786,2025-09-14,P-302,S-01,หน้าร้าน,1,3890.00
B-900787,2025-09-14,P-302,S-04,หน้าร้าน,1,3890.00
B-900788,2025-09-14,P-302,S-01,หน้าร้าน,1,3890.00
B-900789,2025-09-14,P-301,S-06,หน้าร้าน,1,2450.00
B-900790,2025-09-14,P-101,S-06,หน้าร้าน,1,35.00
B-900791,2025-09-14,P-203,S-90,ออนไลน์,2,150.00
B-900792,2025-09-14,P-102,S-01,หน้าร้าน,1,28.00
B-900793,2025-09-14,P-103,S-02,หน้าร้าน,1,45.00
B-900794,2025-09-14,P-302,S-01,หน้าร้าน,1,3890.00
B-900795,2025-09-14,P-103,S-03,หน้าร้าน,1,45.00
B-900796,2025-09-14,P-101,S-04,หน้าร้าน,1,35.00
B-900797,2025-09-14,P-102,S-02,หน้าร้าน,1,28.00
B-900798,2025-09-14,P-101,S-03,หน้าร้าน,1,35.00
B-900799,2025-09-14,P-102,S-03,หน้าร้าน,1,28.00
B-900800,2025-09-14,P-302,S-06,หน้าร้าน,1,3890.00
B-900801,2025-09-14,P-103,S-03,หน้าร้าน,1,45.00
B-900802,2025-09-14,P-301,S-01,หน้าร้าน,2,4900.00
B-900803,2025-09-14,P-103,S-05,หน้าร้าน,1,45.00
B-900804,2025-09-14,P-102,S-06,หน้าร้าน,1,28.00
B-900805,2025-09-14,P-301,S-06,หน้าร้าน,1,2450.00
B-900806,2025-09-14,P-201,S-02,หน้าร้าน,1,95.00
B-900807,2025-09-14,P-101,S-03,หน้าร้าน,2,70.00
B-900808,2025-09-14,P-203,S-02,หน้าร้าน,1,75.00
B-900809,2025-09-14,P-203,S-01,หน้าร้าน,1,75.00
B-900810,2025-09-14,P-202,S-04,หน้าร้าน,1,120.00
B-900811,2025-09-14,P-101,S-03,หน้าร้าน,1,35.00
B-900812,2025-09-14,P-101,S-02,หน้าร้าน,1,35.00
B-900813,2025-09-14,P-202,S-90,ออนไลน์,2,240.00
B-900814,2025-09-14,P-203,S-03,หน้าร้าน,1,75.00
B-900815,2025-09-14,P-102,S-02,หน้าร้าน,2,56.00
B-900816,2025-09-14,P-203,S-02,หน้าร้าน,1,75.00
B-900817,2025-09-14,P-302,S-03,หน้าร้าน,1,3890.00
B-900818,2025-09-14,P-101,S-01,หน้าร้าน,1,35.00
B-900819,2025-09-14,P-302,S-02,หน้าร้าน,3,11670.00
B-900820,2025-09-14,P-302,S-03,หน้าร้าน,1,3890.00
B-900821,2025-09-14,P-101,S-02,หน้าร้าน,1,35.00
