txn_id,txn_date,sku,store_id,channel,quantity,net_amount
B-901027,2025-09-19,P-101,S-06,หน้าร้าน,1,35.00
B-901028,2025-09-19,P-301,S-05,หน้าร้าน,1,2450.00
B-901029,2025-09-19,P-101,S-02,หน้าร้าน,1,35.00
B-901030,2025-09-19,P-201,S-06,หน้าร้าน,2,190.00
B-901031,2025-09-19,P-201,S-03,หน้าร้าน,1,95.00
B-901032,2025-09-19,P-103,S-90,ออนไลน์,1,45.00
B-901033,2025-09-19,P-103,S-03,หน้าร้าน,1,45.00
B-901034,2025-09-19,P-102,S-06,หน้าร้าน,1,28.00
B-901035,2025-09-19,P-102,S-05,หน้าร้าน,1,28.00
B-901036,2025-09-19,P-102,S-90,ออนไลน์,1,28.00
B-901037,2025-09-19,P-203,S-04,หน้าร้าน,1,75.00
B-901038,2025-09-19,P-101,S-90,ออนไลน์,3,105.00
B-901039,2025-09-19,P-201,S-04,หน้าร้าน,3,285.00
B-901040,2025-09-19,P-102,S-05,หน้าร้าน,1,28.00
B-901041,2025-09-19,P-101,S-05,หน้าร้าน,1,35.00
B-901042,2025-09-19,P-202,S-01,หน้าร้าน,1,120.00
B-901043,2025-09-19,P-101,S-03,หน้าร้าน,1,35.00
B-901044,2025-09-19,P-302,S-02,หน้าร้าน,1,3890.00
B-901045,2025-09-19,P-203,S-04,หน้าร้าน,1,75.00
B-901046,2025-09-19,P-302,S-04,หน้าร้าน,2,7780.00
B-901047,2025-09-19,P-201,S-01,หน้าร้าน,3,285.00
B-901048,2025-09-19,P-202,S-04,หน้าร้าน,1,120.00
B-901049,2025-09-19,P-201,S-05,หน้าร้าน,1,95.00
B-901050,2025-09-19,P-301,S-06,หน้าร้าน,1,2450.00
B-901051,2025-09-19,P-201,S-02,หน้าร้าน,1,95.00
B-901052,2025-09-19,P-102,S-01,หน้าร้าน,2,56.00
B-901053,2025-09-19,P-201,S-01,หน้าร้าน,1,95.00
B-901054,2025-09-19,P-302,S-03,หน้าร้าน,1,3890.00
B-901055,2025-09-19,P-102,S-90,ออนไลน์,1,28.00
B-901056,2025-09-19,P-301,S-03,หน้าร้าน,1,2450.00
B-901057,2025-09-19,P-102,S-90,ออนไลน์,3,84.00
B-901058,2025-09-19,P-203,S-02,หน้าร้าน,1,75.00
B-901059,2025-09-19,P-102,S-90,ออนไลน์,1,28.00
B-901060,2025-09-19,P-203,S-03,หน้าร้าน,1,75.00
B-901061,2025-09-19,P-102,S-90,ออนไลน์,2,56.00
B-901062,2025-09-19,P-301,S-02,หน้าร้าน,1,2450.00
B-901063,2025-09-19,P-201,S-90,ออนไลน์,1,95.00
B-901064,2025-09-19,P-301,S-04,หน้าร้าน,1,2450.00
B-901065,2025-09-19,P-101,S-02,หน้าร้าน,1,35.00
B-901066,2025-09-19,P-102,S-90,ออนไลน์,1,28.00
B-901067,2025-09-19,P-301,S-04,หน้าร้าน,2,4900.00
B-901068,2025-09-19,P-102,S-04,หน้าร้าน,1,28.00
B-901069,2025-09-19,P-103,S-04,หน้าร้าน,1,45.00
B-901070,2025-09-19,P-203,S-06,หน้าร้าน,2,150.00
B-901071,2025-09-19,P-203,S-02,หน้าร้าน,3,225.00
B-901072,2025-09-19,P-103,S-02,หน้าร้าน,2,90.00
B-901073,2025-09-19,P-201,S-03,หน้าร้าน,1,95.00
B-901074,2025-09-19,P-202,S-90,ออนไลน์,2,240.00
B-901075,2025-09-19,P-203,S-04,หน้าร้าน,1,75.00
B-901076,2025-09-19,P-201,S-90,ออนไลน์,1,95.00
B-901077,2025-09-19,P-203,S-02,หน้าร้าน,1,75.00
B-901078,2025-09-19,P-203,S-01,หน้าร้าน,2,150.00
B-901079,2025-09-19,P-302,S-03,หน้าร้าน,1,3890.00
B-901080,2025-09-19,P-301,S-06,หน้าร้าน,1,2450.00
B-901081,2025-09-19,P-302,S-90,ออนไลน์,2,7780.00
B-901082,2025-09-19,P-203,S-02,หน้าร้าน,1,75.00
B-901083,2025-09-19,P-103,S-06,หน้าร้าน,2,90.00
B-901084,2025-09-19,P-302,S-05,หน้าร้าน,3,11670.00
B-901085,2025-09-19,P-302,S-01,หน้าร้าน,1,3890.00
B-901086,2025-09-19,P-201,S-01,หน้าร้าน,1,95.00
B-901087,2025-09-19,P-203,S-04,หน้าร้าน,1,75.00
B-901088,2025-09-19,P-201,S-04,หน้าร้าน,1,95.00
B-901089,2025-09-19,P-102,S-04,หน้าร้าน,2,56.00
B-901090,2025-09-19,P-103,S-04,หน้าร้าน,1,45.00
B-901091,2025-09-19,P-202,S-06,หน้าร้าน,3,360.00
B-901092,2025-09-19,P-201,S-03,หน้าร้าน,1,95.00
B-901093,2025-09-19,P-103,S-01,หน้าร้าน,1,45.00
B-901094,2025-09-19,P-101,S-05,หน้าร้าน,2,70.00
B-901095,2025-09-19,P-201,S-03,หน้าร้าน,1,95.00
